物件名,カテゴリー,築年数,構造,階数,賃料,管理費,敷金,礼金,間取り,面積,23区,都市名,路線,最寄駅,徒歩
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,2,115000.0,10000.0,115000.0,115000.0,1LDK,36.91,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,2,115000.0,10000.0,115000.0,115000.0,1LDK,36.29,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,3,116000.0,10000.0,116000.0,116000.0,1LDK,36.37,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,2,117000.0,10000.0,117000.0,117000.0,1LDK,37.2,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,3,117000.0,10000.0,117000.0,117000.0,1LDK,36.91,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,3,117000.0,10000.0,117000.0,117000.0,1LDK,36.29,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,3,119000.0,10000.0,119000.0,119000.0,1LDK,37.2,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,3,137000.0,10000.0,137000.0,137000.0,1LDK,41.94,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,2,138000.0,10000.0,138000.0,138000.0,1LDK,43.54,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,3,140000.0,10000.0,140000.0,140000.0,1LDK,43.54,板橋区,南常盤台２,東武東上線,ときわ台駅,3
東武東上線 ときわ台駅 4階建 新築,賃貸マンション,0,4,4,149000.0,10000.0,149000.0,149000.0,1LDK,49.01,板橋区,南常盤台２,東武東上線,ときわ台駅,3
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,2,107000.0,10000.0,107000.0,0.0,1K,25.35,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,4,108000.0,10000.0,108000.0,0.0,1K,25.35,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,5,109000.0,10000.0,109000.0,0.0,1K,25.35,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,8,110000.0,10000.0,110000.0,0.0,1K,25.35,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,2,112000.0,10000.0,112000.0,0.0,1DK,27.08,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,5,112000.0,10000.0,112000.0,0.0,1DK,26.26,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,4,113000.0,10000.0,113000.0,0.0,1DK,27.08,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,5,114000.0,10000.0,114000.0,0.0,1DK,27.08,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,2,114000.0,10000.0,114000.0,0.0,1DK,26.96,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,5,115000.0,10000.0,115000.0,0.0,1DK,26.26,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,5,116000.0,10000.0,116000.0,0.0,1DK,26.96,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,7,118000.0,10000.0,118000.0,0.0,1DK,27.08,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,8,118000.0,10000.0,118000.0,0.0,1DK,26.96,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,7,118000.0,10000.0,118000.0,0.0,1DK,26.26,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,2,173000.0,15000.0,173000.0,0.0,2LDK,42.06,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,9,178000.0,15000.0,178000.0,0.0,2LDK,42.19,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,12,179000.0,15000.0,179000.0,0.0,2LDK,42.19,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,11,198000.0,0.0,198000.0,0.0,2LDK,42.84,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,2,183000.0,15000.0,183000.0,0.0,2LDK,42.06,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,3,184000.0,15000.0,184000.0,0.0,2LDK,42.06,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,7,186000.0,15000.0,186000.0,0.0,2LDK,42.06,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,9,187000.0,15000.0,187000.0,0.0,2LDK,44.05,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,11,203000.0,0.0,203000.0,0.0,2LDK,42.84,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,10,192000.0,15000.0,192000.0,0.0,2LDK,42.84,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,10,197000.0,15000.0,197000.0,0.0,2LDK,44.05,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,11,198000.0,15000.0,198000.0,0.0,2LDK,42.19,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,11,203000.0,15000.0,203000.0,0.0,2LDK,42.84,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,13,243000.0,15000.0,243000.0,0.0,2LDK,50.4,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
ルフォンプログレ上野入谷フロント,賃貸マンション,0,13,13,245000.0,15000.0,245000.0,0.0,2LDK,50.4,台東区,下谷２,東京メトロ日比谷線,入谷駅,2
プライムアーバン番町,賃貸マンション,20,10,6,100000.0,8000.0,100000.0,0.0,1K,25.17,千代田区,九段南２,東京メトロ南北線,市ケ谷駅,9
プライムアーバン番町,賃貸マンション,20,10,8,110000.0,8000.0,110000.0,0.0,ワンルーム,31.54,千代田区,九段南２,東京メトロ南北線,市ケ谷駅,9
プライムアーバン番町,賃貸マンション,20,10,8,112000.0,8000.0,112000.0,0.0,ワンルーム,31.54,千代田区,九段南２,東京メトロ南北線,市ケ谷駅,9
プライムアーバン番町,賃貸マンション,20,10,8,117000.0,8000.0,117000.0,0.0,ワンルーム,31.54,千代田区,九段南２,東京メトロ南北線,市ケ谷駅,9
SOU西荻窪,賃貸マンション,4,5,1,114000.0,9000.0,114000.0,114000.0,1LDK,30.16,杉並区,西荻北４,ＪＲ中央線,西荻窪駅,8
SOU西荻窪,賃貸マンション,4,5,4,119000.0,10000.0,119000.0,119000.0,1LDK,30.16,杉並区,西荻北４,ＪＲ中央線,西荻窪駅,8
ＪＲ総武線 秋葉原駅 13階建 築18年,賃貸マンション,18,13,5,77000.0,10000.0,77000.0,77000.0,1K,22.14,千代田区,神田東紺屋町,ＪＲ総武線,秋葉原駅,7
ＪＲ総武線 秋葉原駅 13階建 築18年,賃貸マンション,18,13,5,77000.0,10000.0,77000.0,77000.0,1K,22.14,千代田区,神田東紺屋町,ＪＲ総武線,秋葉原駅,7
ＪＲ総武線 秋葉原駅 13階建 築18年,賃貸マンション,18,13,5,77000.0,10000.0,77000.0,77000.0,1K,22.14,千代田区,神田東紺屋町,ＪＲ総武線,秋葉原駅,7
ＪＲ総武線 秋葉原駅 13階建 築18年,賃貸マンション,18,13,3,77000.0,12000.0,77000.0,77000.0,1K,22.09,千代田区,神田東紺屋町,ＪＲ総武線,秋葉原駅,7
ＪＲ総武線 秋葉原駅 13階建 築18年,賃貸マンション,18,13,8,80000.0,10000.0,0.0,0.0,1K,22.0,千代田区,神田東紺屋町,ＪＲ総武線,秋葉原駅,7
ＪＲ総武線 秋葉原駅 13階建 築18年,賃貸マンション,18,13,8,83000.0,9000.0,0.0,0.0,1K,22.0,千代田区,神田東紺屋町,ＪＲ総武線,秋葉原駅,7
ＪＲ総武線 秋葉原駅 13階建 築18年,賃貸マンション,18,13,8,83000.0,9000.0,0.0,0.0,1K,22.0,千代田区,神田東紺屋町,ＪＲ総武線,秋葉原駅,7
SK’ Vivre,賃貸マンション,2,5,2,84000.0,8000.0,84000.0,0.0,1K,26.78,墨田区,立花５,東武亀戸線,小村井駅,6
SK’ Vivre,賃貸マンション,2,5,5,84000.0,8000.0,84000.0,0.0,1K,26.78,墨田区,立花５,東武亀戸線,小村井駅,6
SK’ Vivre,賃貸マンション,2,5,5,87000.0,8000.0,87000.0,0.0,1K,26.78,墨田区,立花５,東武亀戸線,小村井駅,6
ウィルローズ東京イースト,賃貸マンション,9,10,2,250000.0,15700.0,750000.0,0.0,2LDK,70.0,中央区,八丁堀４,都営浅草線,宝町駅,3
ウィルローズ東京イースト,賃貸マンション,9,10,2,255000.0,15700.0,765000.0,0.0,2LDK,70.0,中央区,八丁堀４,都営浅草線,宝町駅,3
ウィルローズ東京イースト,賃貸マンション,9,10,2,270000.0,15700.0,810000.0,0.0,2LDK,70.0,中央区,八丁堀４,都営浅草線,宝町駅,3
フォーチュンコート新中野,賃貸マンション,15,3,1,78000.0,3000.0,78000.0,0.0,1K,20.23,中野区,本町４,東京メトロ丸ノ内線,新中野駅,6
フォーチュンコート新中野,賃貸マンション,15,3,2,79000.0,3000.0,79000.0,0.0,1K,18.88,中野区,本町４,東京メトロ丸ノ内線,新中野駅,6
フォーチュンコート新中野,賃貸マンション,15,3,3,80000.0,3000.0,80000.0,0.0,1K,17.49,中野区,本町４,東京メトロ丸ノ内線,新中野駅,6
フォーチュンコート新中野,賃貸マンション,15,3,3,82000.0,3000.0,82000.0,0.0,1K,17.49,中野区,本町４,東京メトロ丸ノ内線,新中野駅,6
CRASTINE千住緑町,賃貸アパート,0,2,1,75000.0,3000.0,0.0,0.0,1K,22.04,足立区,千住緑町２,京成本線,千住大橋駅,5
CRASTINE千住緑町,賃貸アパート,0,2,1,75000.0,3000.0,0.0,0.0,1K,22.04,足立区,千住緑町２,京成本線,千住大橋駅,5
CRASTINE千住緑町,賃貸アパート,0,2,1,75000.0,3000.0,0.0,0.0,1K,22.04,足立区,千住緑町２,京成本線,千住大橋駅,5
CRASTINE千住緑町,賃貸アパート,0,2,1,77000.0,3000.0,0.0,0.0,1K,22.04,足立区,千住緑町２,京成本線,千住大橋駅,5
CRASTINE千住緑町,賃貸アパート,0,2,1,77000.0,3000.0,0.0,0.0,1K,22.04,足立区,千住緑町２,京成本線,千住大橋駅,5
CRASTINE千住緑町,賃貸アパート,0,2,1,77000.0,3000.0,0.0,0.0,1K,22.04,足立区,千住緑町２,京成本線,千住大橋駅,5
東京メトロ東西線 葛西駅 8階建 築18年,賃貸マンション,18,8,5,80000.0,7000.0,0.0,0.0,ワンルーム,29.93,江戸川区,中葛西３,東京メトロ東西線,葛西駅,5
ブランシェ荻窪,賃貸マンション,11,4,4,163000.0,5000.0,163000.0,163000.0,2DK,55.02,杉並区,荻窪４,ＪＲ中央線,荻窪駅,9
ブランシェ荻窪,賃貸マンション,11,4,4,168000.0,5000.0,168000.0,168000.0,2LDK,55.02,杉並区,荻窪４,ＪＲ中央線,荻窪駅,9
東武東上線 大山駅 地下1地上13階建 築24年,賃貸マンション,24,13,6,113000.0,8000.0,113000.0,113000.0,1LDK,36.64,板橋区,中丸町,東武東上線,大山駅,7
カーザビアンカ,賃貸マンション,4,13,6,132000.0,10000.0,132000.0,264000.0,1LDK,32.7,文京区,関口１,東京メトロ東西線,早稲田駅,8
カーザビアンカ,賃貸マンション,4,13,3,167000.0,10000.0,167000.0,334000.0,1LDK,43.87,文京区,関口１,東京メトロ東西線,早稲田駅,8
カーザビアンカ,賃貸マンション,4,13,11,235000.0,15000.0,235000.0,470000.0,1SLDK,51.63,文京区,関口１,東京メトロ東西線,早稲田駅,8
グリーンメゾン槇,賃貸マンション,21,6,2,120000.0,5000.0,0.0,0.0,1LDK,38.85,豊島区,池袋３,ＪＲ山手線,池袋駅,9
グリーンメゾン槇,賃貸マンション,21,6,5,120000.0,5000.0,0.0,0.0,1LDK,33.55,豊島区,池袋３,ＪＲ山手線,池袋駅,9
BLANCHE目黒三田,賃貸マンション,2,4,3,237000.0,8000.0,237000.0,355500.0,1LDK,52.7,目黒区,三田２,ＪＲ山手線,目黒駅,9
西武新宿線 下井草駅 2階建 築8年,賃貸アパート,8,2,1,114000.0,6000.0,0.0,100000.0,1LDK,40.1,杉並区,井草１,西武新宿線,下井草駅,5
西武新宿線 下井草駅 2階建 築8年,賃貸アパート,8,2,1,114000.0,6000.0,0.0,100000.0,1LDK,40.1,杉並区,井草１,西武新宿線,下井草駅,5
西武新宿線 下井草駅 2階建 築8年,賃貸アパート,8,2,1,114000.0,60000.0,0.0,100000.0,1LDK,40.1,杉並区,井草１,西武新宿線,下井草駅,5
アレーズ六町,賃貸アパート,5,3,1,62000.0,3000.0,0.0,124000.0,1K,21.4,足立区,保塚町,つくばエクスプレス,六町駅,8
アレーズ六町,賃貸アパート,5,3,3,65000.0,3000.0,0.0,130000.0,1K,21.4,足立区,保塚町,つくばエクスプレス,六町駅,8
アレーズ六町,賃貸アパート,5,3,1,65000.0,3000.0,0.0,0.0,1K,21.4,足立区,保塚町,つくばエクスプレス,六町駅,8
アレーズ六町,賃貸アパート,5,3,1,66000.0,3000.0,0.0,0.0,1K,21.4,足立区,保塚町,つくばエクスプレス,六町駅,8
アレーズ六町,賃貸アパート,5,3,3,68000.0,3000.0,0.0,0.0,1K,21.4,足立区,保塚町,つくばエクスプレス,六町駅,8
Siesta Gohongi,賃貸アパート,9,3,1,74000.0,5000.0,0.0,37000.0,ワンルーム,13.29,目黒区,五本木２,東急東横線,祐天寺駅,5
Siesta Gohongi,賃貸アパート,9,3,2,77000.0,5000.0,0.0,38500.0,ワンルーム,13.29,目黒区,五本木２,東急東横線,祐天寺駅,5
東急目黒線 武蔵小山駅 7階建 築24年,賃貸マンション,24,7,1,73000.0,5000.0,0.0,73000.0,1K,20.17,目黒区,目黒本町５,東急目黒線,武蔵小山駅,6
東急目黒線 武蔵小山駅 7階建 築24年,賃貸マンション,24,7,2,72000.0,8000.0,72000.0,72000.0,1K,19.67,目黒区,目黒本町５,東急目黒線,武蔵小山駅,6
東急目黒線 武蔵小山駅 7階建 築24年,賃貸マンション,24,7,2,72000.0,8000.0,72000.0,72000.0,1K,19.67,目黒区,目黒本町５,東急目黒線,武蔵小山駅,6
東急目黒線 武蔵小山駅 7階建 築24年,賃貸マンション,24,7,5,71000.0,10000.0,0.0,0.0,ワンルーム,19.67,目黒区,目黒本町５,東急目黒線,武蔵小山駅,6
グリーンフィールド大山,賃貸マンション,28,14,10,147000.0,15000.0,0.0,147000.0,3LDK,57.66,板橋区,熊野町,東武東上線,大山駅,8
グリーンフィールド大山,賃貸マンション,28,14,14,155000.0,15000.0,0.0,155000.0,2LDK,57.42,板橋区,熊野町,東武東上線,大山駅,8
コムレジ赤羽,賃貸マンション,1,8,4,80000.0,10000.0,80000.0,0.0,ワンルーム,13.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,80000.0,10000.0,80000.0,0.0,ワンルーム,13.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,80000.0,10000.0,80000.0,0.0,ワンルーム,13.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,83000.0,10000.0,83000.0,0.0,ワンルーム,14.96,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,83000.0,10000.0,83000.0,0.0,ワンルーム,13.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,83000.0,10000.0,83000.0,0.0,ワンルーム,13.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,83000.0,10000.0,83000.0,0.0,ワンルーム,13.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,15.62,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,15.62,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.71,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,14.71,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,14.34,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.34,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,14.34,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,14.34,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.34,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.17,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,14.17,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.17,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.17,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.17,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,14.17,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,14.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,14.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,85000.0,10000.0,85000.0,0.0,ワンルーム,14.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,85000.0,10000.0,85000.0,0.0,ワンルーム,14.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,88000.0,10000.0,88000.0,0.0,ワンルーム,15.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,88000.0,10000.0,88000.0,0.0,ワンルーム,15.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,88000.0,10000.0,88000.0,0.0,ワンルーム,15.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,88000.0,10000.0,88000.0,0.0,ワンルーム,15.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,88000.0,10000.0,88000.0,0.0,ワンルーム,15.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,88000.0,10000.0,88000.0,0.0,ワンルーム,15.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,88000.0,10000.0,88000.0,0.0,ワンルーム,15.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,88000.0,10000.0,88000.0,0.0,ワンルーム,15.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,88000.0,10000.0,88000.0,0.0,ワンルーム,15.12,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,88000.0,10000.0,88000.0,0.0,ワンルーム,15.12,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,95000.0,10000.0,95000.0,0.0,ワンルーム,17.85,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,7,107000.0,13000.0,107000.0,107000.0,ワンルーム,16.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,107000.0,13000.0,107000.0,107000.0,ワンルーム,16.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,8,107000.0,13000.0,107000.0,107000.0,ワンルーム,16.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,107000.0,13000.0,107000.0,107000.0,ワンルーム,16.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,2,107000.0,13000.0,107000.0,107000.0,ワンルーム,16.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,5,107000.0,13000.0,107000.0,107000.0,ワンルーム,16.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,6,107000.0,13000.0,107000.0,107000.0,ワンルーム,16.5,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,112000.0,24000.0,0.0,0.0,1K,29.2,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,5,115000.0,24000.0,0.0,0.0,1K,29.2,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,121000.0,24000.0,0.0,0.0,1K,31.31,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,122000.0,24000.0,0.0,0.0,1K,31.31,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,5,125000.0,24000.0,0.0,0.0,1K,31.31,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,164000.0,27000.0,164000.0,164000.0,1LDK,41.09,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,164000.0,27000.0,0.0,0.0,1LDK,41.09,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,165000.0,27000.0,0.0,0.0,1LDK,41.09,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,165000.0,27000.0,0.0,0.0,1LDK,41.09,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,5,166000.0,27000.0,0.0,0.0,1LDK,41.09,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,5,166000.0,27000.0,0.0,0.0,1LDK,41.09,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,177000.0,27000.0,0.0,0.0,1LDK,43.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,179000.0,27000.0,179000.0,179000.0,1LDK,44.69,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,180000.0,27000.0,0.0,0.0,1LDK,44.69,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,5,183000.0,27000.0,0.0,0.0,1LDK,44.69,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,184000.0,27000.0,0.0,0.0,1LDK,45.12,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,4,188000.0,27000.0,188000.0,188000.0,1LDK,43.13,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,191000.0,27000.0,0.0,0.0,1LDK,44.69,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,195000.0,27000.0,195000.0,195000.0,1LDK,45.12,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,5,195000.0,27000.0,195000.0,195000.0,1LDK,45.12,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
コムレジ赤羽,賃貸マンション,1,8,3,222000.0,30000.0,222000.0,222000.0,2LDK,51.19,北区,赤羽南２,ＪＲ京浜東北線,赤羽駅,8
