物件名,カテゴリー,築年数,構造,階数,賃料,管理費,敷金,礼金,間取り,面積,23区,都市名,路線,最寄駅,徒歩
ハーモニーレジデンス＃０９５,賃貸マンション,3,10,2,76000.0,20000.0,0.0,0.0,1DK,25.38,板橋区,熊野町,東武東上線,下板橋駅,8
ハーモニーレジデンス＃０９５,賃貸マンション,3,10,9,79000.0,20000.0,0.0,0.0,1DK,25.38,板橋区,熊野町,東武東上線,下板橋駅,8
ハーモニーレジデンス＃０９５,賃貸マンション,3,10,7,88000.0,12000.0,0.0,0.0,1DK,25.39,板橋区,熊野町,東武東上線,下板橋駅,8
ディアレイシャス押上桜橋,賃貸マンション,0,8,3,91000.0,8000.0,0.0,0.0,1K,27.78,墨田区,向島５,東武伊勢崎線,曳舟駅,9
ディアレイシャス押上桜橋,賃貸マンション,0,8,5,92000.0,8000.0,0.0,0.0,1K,27.78,墨田区,向島５,東武伊勢崎線,曳舟駅,9
ディアレイシャス押上桜橋,賃貸マンション,0,8,6,92000.0,8000.0,0.0,92000.0,1K,26.81,墨田区,向島５,東武伊勢崎線,曳舟駅,9
ディアレイシャス押上桜橋,賃貸マンション,0,8,7,92500.0,8000.0,0.0,92500.0,1K,26.81,墨田区,向島５,東武伊勢崎線,曳舟駅,9
ディアレイシャス押上桜橋,賃貸マンション,0,8,7,93000.0,8000.0,0.0,0.0,1K,27.78,墨田区,向島５,東武伊勢崎線,曳舟駅,9
エストライフ勝どき,賃貸マンション,18,7,6,82000.0,8000.0,82000.0,0.0,1K,22.23,中央区,勝どき４,都営大江戸線,勝どき駅,4
エストライフ勝どき,賃貸マンション,18,7,6,84000.0,8000.0,84000.0,0.0,1K,22.52,中央区,勝どき４,都営大江戸線,勝どき駅,4
Ｌａｎｄ　Ｓｉｔｚ　新小岩,賃貸アパート,5,2,2,57000.0,5000.0,0.0,0.0,ワンルーム,9.0,江戸川区,松島４,ＪＲ総武線,新小岩駅,9
都営大江戸線 豊島園駅 8階建 築1年,賃貸マンション,1,8,3,140000.0,0.0,140000.0,0.0,1LDK,35.65,練馬区,春日町１,都営大江戸線,豊島園駅,7
都営大江戸線 豊島園駅 8階建 築1年,賃貸マンション,1,8,3,140000.0,0.0,140000.0,0.0,1LDK,35.65,練馬区,春日町１,都営大江戸線,豊島園駅,7
都営大江戸線 豊島園駅 8階建 築1年,賃貸マンション,1,8,5,144000.0,0.0,144000.0,0.0,1LDK,35.65,練馬区,春日町１,都営大江戸線,豊島園駅,7
都営大江戸線 豊島園駅 8階建 築1年,賃貸マンション,1,8,6,197000.0,0.0,197000.0,0.0,1LDK,55.35,練馬区,春日町１,都営大江戸線,豊島園駅,7
都営大江戸線 豊島園駅 8階建 築1年,賃貸マンション,1,8,6,197000.0,0.0,197000.0,0.0,1LDK,55.35,練馬区,春日町１,都営大江戸線,豊島園駅,7
都営大江戸線 豊島園駅 8階建 築1年,賃貸マンション,1,8,2,222000.0,0.0,222000.0,0.0,3LDK,61.53,練馬区,春日町１,都営大江戸線,豊島園駅,7
都営大江戸線 豊島園駅 8階建 築1年,賃貸マンション,1,8,2,222000.0,0.0,222000.0,0.0,3LDK,61.53,練馬区,春日町１,都営大江戸線,豊島園駅,7
東京メトロ副都心線 池袋駅 14階建 築26年,賃貸マンション,26,14,6,157900.0,59100.0,315800.0,0.0,2LDK,65.97,豊島区,西池袋５,東京メトロ副都心線,池袋駅,2
ＪＲ山手線 五反田駅 2階建 新築,賃貸一戸建て,0,2,2,1400000.0,0.0,5600000.0,0.0,3LDK,228.51,品川区,東五反田５,ＪＲ山手線,五反田駅,9
Ｂｒｉｌｌｉａ品川中延(ブリリアシナガワナカノブ),賃貸マンション,15,12,11,228000.0,0.0,228000.0,228000.0,2LDK,71.94,品川区,中延６,東急大井町線,荏原町駅,8
ル・リオン東向島,賃貸マンション,12,12,2,83000.0,0.0,0.0,83000.0,1K,26.43,墨田区,東向島５,東武伊勢崎線,東向島駅,5
ゼルコバ上高井戸,賃貸マンション,8,5,5,133000.0,10000.0,133000.0,133000.0,1LDK,47.09,杉並区,上高井戸１,京王線,芦花公園駅,5
ゼルコバ上高井戸,賃貸マンション,8,5,5,138000.0,10000.0,138000.0,138000.0,1LDK,47.09,杉並区,上高井戸１,京王線,芦花公園駅,5
マキシヴ東向島フュージョナル,賃貸マンション,7,5,2,74500.0,15000.0,0.0,74500.0,1K,25.41,墨田区,墨田１,東武伊勢崎線,東向島駅,5
マキシヴ東向島フュージョナル,賃貸マンション,7,5,4,78500.0,15000.0,0.0,78500.0,1K,25.68,墨田区,墨田１,東武伊勢崎線,東向島駅,5
ガーラ・ヴィスタ練馬,賃貸マンション,7,5,1,87500.0,12000.0,87500.0,87500.0,2K,32.4,練馬区,豊玉北４,西武池袋線,練馬駅,7
ガーラ・ヴィスタ練馬,賃貸マンション,7,5,1,87500.0,12000.0,87500.0,87500.0,2K,26.68,練馬区,豊玉北４,西武池袋線,練馬駅,7
ガーラ・ヴィスタ練馬,賃貸マンション,7,5,5,92000.0,12000.0,92000.0,184000.0,2K,26.68,練馬区,豊玉北４,西武池袋線,練馬駅,7
ガーラ・ヴィスタ練馬,賃貸マンション,7,5,5,92000.0,12000.0,92000.0,184000.0,2K,26.68,練馬区,豊玉北４,西武池袋線,練馬駅,7
ガーラ・ヴィスタ練馬,賃貸マンション,7,5,5,95000.0,12000.0,95000.0,0.0,2K,26.68,練馬区,豊玉北４,西武池袋線,練馬駅,7
ガーラ・ヴィスタ練馬,賃貸マンション,7,5,4,93000.0,15000.0,93000.0,0.0,1DK,30.09,練馬区,豊玉北４,西武池袋線,練馬駅,7
東京メトロ丸ノ内線 中野新橋駅 4階建 築17年,賃貸マンション,17,4,2,80000.0,8000.0,0.0,0.0,1K,20.25,中野区,本町３,東京メトロ丸ノ内線,中野新橋駅,5
レソム南台,賃貸アパート,12,3,3,78000.0,3000.0,0.0,78000.0,1K,21.79,中野区,南台３,東京メトロ丸ノ内線,方南町駅,9
レソム南台,賃貸アパート,12,3,2,78000.0,3000.0,0.0,78000.0,1K,21.79,中野区,南台３,東京メトロ丸ノ内線,方南町駅,9
ベルファース目黒,賃貸マンション,13,14,4,99000.0,8000.0,198000.0,0.0,1K,20.51,品川区,西五反田３,ＪＲ山手線,目黒駅,9
ベルファース目黒,賃貸マンション,13,14,4,99000.0,10000.0,99000.0,0.0,1K,20.51,品川区,西五反田３,ＪＲ山手線,目黒駅,9
ベルファース目黒,賃貸マンション,13,14,8,103000.0,10000.0,103000.0,0.0,1K,20.61,品川区,西五反田３,ＪＲ山手線,目黒駅,9
ベルファース目黒,賃貸マンション,13,14,11,141000.0,10000.0,141000.0,0.0,1K,30.17,品川区,西五反田３,ＪＲ山手線,目黒駅,9
ベルファース目黒,賃貸マンション,13,14,12,182000.0,15000.0,182000.0,0.0,1LDK,41.23,品川区,西五反田３,ＪＲ山手線,目黒駅,9
ベルファース目黒,賃貸マンション,13,14,13,185000.0,15000.0,185000.0,0.0,1LDK,40.08,品川区,西五反田３,ＪＲ山手線,目黒駅,9
西武新宿線 下井草駅 3階建 築13年,賃貸アパート,13,3,1,109000.0,4000.0,0.0,0.0,1LDK,40.07,杉並区,井草１,西武新宿線,下井草駅,3
BRIGHT　COURT　Barrio,賃貸マンション,11,10,4,103000.0,7000.0,103000.0,0.0,1K,30.05,台東区,松が谷２,つくばエクスプレス,浅草駅,6
カシータ雑司が谷,賃貸マンション,17,4,2,124000.0,5500.0,124000.0,0.0,1LDK,43.1,豊島区,雑司が谷２,東京メトロ副都心線,雑司が谷駅,1
カシータ雑司が谷,賃貸マンション,17,4,3,127000.0,5500.0,127000.0,0.0,1LDK,37.69,豊島区,雑司が谷２,東京メトロ副都心線,雑司が谷駅,1
カシータ雑司が谷,賃貸マンション,17,4,3,129000.0,5500.0,129000.0,0.0,1LDK,43.1,豊島区,雑司が谷２,東京メトロ副都心線,雑司が谷駅,1
カシータ雑司が谷,賃貸マンション,17,4,3,129000.0,5500.0,129000.0,0.0,1LDK,41.66,豊島区,雑司が谷２,東京メトロ副都心線,雑司が谷駅,1
カシータ雑司が谷,賃貸マンション,17,4,2,134000.0,5500.0,134000.0,0.0,1LDK,41.66,豊島区,雑司が谷２,東京メトロ副都心線,雑司が谷駅,1
カシータ雑司が谷,賃貸マンション,17,4,2,134000.0,5500.0,134000.0,0.0,1LDK,41.66,豊島区,雑司が谷２,東京メトロ副都心線,雑司が谷駅,1
カシータ雑司が谷,賃貸マンション,17,4,2,134000.0,5500.0,134000.0,0.0,1LDK,40.49,豊島区,雑司が谷２,東京メトロ副都心線,雑司が谷駅,1
東京メトロ東西線 葛西駅 7階建 築17年,賃貸マンション,17,7,1,64000.0,3000.0,64000.0,0.0,1K,23.22,江戸川区,東葛西６,東京メトロ東西線,葛西駅,4
東京メトロ東西線 葛西駅 7階建 築17年,賃貸マンション,17,7,2,66000.0,3000.0,66000.0,0.0,1K,23.22,江戸川区,東葛西６,東京メトロ東西線,葛西駅,4
AY荻窪,賃貸マンション,7,3,2,138000.0,5000.0,138000.0,138000.0,2DK,40.99,杉並区,天沼３,ＪＲ中央線,荻窪駅,8
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,1,95000.0,10000.0,95000.0,0.0,1K,25.28,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,2,97000.0,10000.0,97000.0,0.0,ワンルーム,26.5,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,6,101000.0,10000.0,101000.0,0.0,ワンルーム,26.5,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,7,103000.0,10000.0,103000.0,0.0,ワンルーム,26.5,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,9,107000.0,10000.0,107000.0,0.0,ワンルーム,26.5,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,2,110000.0,12000.0,110000.0,0.0,1DK,27.61,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,5,114000.0,12000.0,114000.0,0.0,1DK,27.61,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,6,116000.0,12000.0,116000.0,0.0,1DK,27.61,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,2,119000.0,12000.0,119000.0,0.0,1DK,31.29,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,3,121000.0,12000.0,121000.0,0.0,1DK,31.29,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,9,121000.0,12000.0,121000.0,0.0,1DK,27.61,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,6,125000.0,12000.0,125000.0,0.0,1DK,31.29,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,7,127000.0,12000.0,127000.0,0.0,1DK,31.29,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,9,131000.0,12000.0,131000.0,0.0,1DK,31.29,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,10,133000.0,12000.0,133000.0,0.0,1DK,31.29,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,11,186000.0,12000.0,186000.0,0.0,1LDK,41.09,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,2,184000.0,15000.0,184000.0,0.0,2LDK,43.15,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,4,188000.0,15000.0,188000.0,0.0,2LDK,43.15,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,5,189000.0,15000.0,189000.0,0.0,2LDK,43.15,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,6,190000.0,15000.0,190000.0,0.0,2LDK,43.15,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,9,196000.0,15000.0,196000.0,0.0,2LDK,43.15,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,11,200000.0,15000.0,200000.0,0.0,2LDK,43.15,墨田区,菊川３,都営新宿線,菊川駅,3
パークアクシス菊川ステーションイースト,賃貸マンション,0,11,11,204000.0,15000.0,204000.0,0.0,2LDK,44.77,墨田区,菊川３,都営新宿線,菊川駅,3
プライマルシティ神楽坂,賃貸マンション,3,12,9,295000.0,15000.0,295000.0,0.0,2LDK,55.1,文京区,関口１,東京メトロ有楽町線,江戸川橋駅,2
プライマルシティ神楽坂,賃貸マンション,3,12,7,295000.0,15000.0,295000.0,0.0,2LDK,55.1,文京区,関口１,東京メトロ有楽町線,江戸川橋駅,2
プライマルシティ神楽坂,賃貸マンション,3,12,6,305000.0,15000.0,305000.0,0.0,2LDK,55.46,文京区,関口１,東京メトロ有楽町線,江戸川橋駅,2
プライマルシティ神楽坂,賃貸マンション,3,12,12,315000.0,15000.0,315000.0,0.0,2LDK,55.46,文京区,関口１,東京メトロ有楽町線,江戸川橋駅,2
プライマルシティ神楽坂,賃貸マンション,3,12,6,325000.0,15000.0,325000.0,0.0,3LDK,65.06,文京区,関口１,東京メトロ有楽町線,江戸川橋駅,2
ＪＲ中央線 荻窪駅 3階建 築7年,賃貸マンション,7,3,2,138000.0,5000.0,138000.0,138000.0,1LDK,40.99,杉並区,天沼３,ＪＲ中央線,荻窪駅,8
西武池袋線 保谷駅 2階建 築23年,賃貸テラス・タウンハウス,23,2,1,151000.0,4000.0,0.0,0.0,3LDK,89.01,練馬区,南大泉３,西武池袋線,保谷駅,12
ＪＲ埼京線 赤羽駅 13階建 築13年,賃貸マンション,13,13,2,85000.0,10000.0,85000.0,0.0,1K,25.74,北区,赤羽２,ＪＲ埼京線,赤羽駅,7
ＪＲ埼京線 赤羽駅 13階建 築13年,賃貸マンション,13,13,5,89000.0,10000.0,89000.0,0.0,1K,25.74,北区,赤羽２,ＪＲ埼京線,赤羽駅,7
ＪＲ埼京線 赤羽駅 13階建 築13年,賃貸マンション,13,13,9,93000.0,10000.0,93000.0,0.0,1K,25.74,北区,赤羽２,ＪＲ埼京線,赤羽駅,7
ＪＲ埼京線 赤羽駅 13階建 築13年,賃貸マンション,13,13,13,96000.0,10000.0,96000.0,0.0,1K,25.74,北区,赤羽２,ＪＲ埼京線,赤羽駅,7
ＪＲ埼京線 赤羽駅 13階建 築13年,賃貸マンション,13,13,3,162000.0,10000.0,324000.0,162000.0,1LDK,51.73,北区,赤羽２,ＪＲ埼京線,赤羽駅,7
リビオメゾン大崎,賃貸マンション,3,13,4,138000.0,12000.0,138000.0,138000.0,ワンルーム,31.05,品川区,北品川５,ＪＲ山手線,大崎駅,7
リビオメゾン大崎,賃貸マンション,3,13,4,140000.0,10000.0,140000.0,140000.0,1K,24.53,品川区,北品川５,ＪＲ山手線,大崎駅,7
リビオメゾン大崎,賃貸マンション,3,13,12,150000.0,12000.0,150000.0,150000.0,1DK,31.05,品川区,北品川５,ＪＲ山手線,大崎駅,7
リビオメゾン大崎,賃貸マンション,3,13,9,235000.0,15000.0,235000.0,235000.0,2LDK,46.9,品川区,北品川５,ＪＲ山手線,大崎駅,7
リビオメゾン大崎,賃貸マンション,3,13,9,235000.0,15000.0,235000.0,235000.0,2LDK,46.9,品川区,北品川５,ＪＲ山手線,大崎駅,7
ZOOM駒込,賃貸マンション,7,12,2,100000.0,7000.0,100000.0,100000.0,1K,28.11,北区,西ケ原１,ＪＲ山手線,駒込駅,7
ZOOM駒込,賃貸マンション,7,12,8,151000.0,10000.0,151000.0,151000.0,1LDK,40.23,北区,西ケ原１,ＪＲ山手線,駒込駅,7
浅草タワー,賃貸マンション,11,37,7,120000.0,0.0,120000.0,120000.0,ワンルーム,36.73,台東区,西浅草３,つくばエクスプレス,浅草駅,3
浅草タワー,賃貸マンション,11,37,26,240000.0,0.0,240000.0,240000.0,2LDK,57.72,台東区,西浅草３,つくばエクスプレス,浅草駅,3
浅草タワー,賃貸マンション,11,37,27,238000.0,15000.0,238000.0,238000.0,2LDK,55.55,台東区,西浅草３,つくばエクスプレス,浅草駅,3
さくら,賃貸アパート,4,2,1,72000.0,3000.0,72000.0,72000.0,ワンルーム,23.99,足立区,千住４,東京メトロ千代田線,北千住駅,6
東武東上線 北池袋駅 地下1地上13階建 築19年,賃貸マンション,19,13,4,116000.0,8000.0,116000.0,0.0,ワンルーム,44.03,豊島区,上池袋１,東武東上線,北池袋駅,8
東武東上線 北池袋駅 地下1地上13階建 築19年,賃貸マンション,19,13,6,149000.0,8000.0,149000.0,149000.0,1LDK,50.17,豊島区,上池袋１,東武東上線,北池袋駅,8
東武東上線 北池袋駅 地下1地上13階建 築19年,賃貸マンション,19,13,12,171000.0,8000.0,171000.0,0.0,1LDK,44.03,豊島区,上池袋１,東武東上線,北池袋駅,8
東武東上線 北池袋駅 地下1地上13階建 築19年,賃貸マンション,19,13,12,177000.0,8000.0,177000.0,177000.0,1LDK,44.03,豊島区,上池袋１,東武東上線,北池袋駅,8
グランシャレー青井,賃貸アパート,17,2,2,59000.0,3000.0,29500.0,59000.0,1K,23.02,足立区,青井２,つくばエクスプレス,青井駅,8
ＰＬＵＭ,賃貸マンション,26,5,5,130000.0,9000.0,130000.0,130000.0,1LDK,37.48,文京区,本郷２,都営三田線,水道橋駅,5
ＳＯＬＡＳＩＡｒｅｓｉｄｅｎｃｅ品川大崎,賃貸マンション,5,4,3,116000.0,8000.0,0.0,0.0,1K,23.15,品川区,大崎４,東急池上線,大崎広小路駅,2
ＳＯＬＡＳＩＡｒｅｓｉｄｅｎｃｅ品川大崎,賃貸マンション,5,4,2,168000.0,12000.0,0.0,0.0,1LDK,36.23,品川区,大崎４,東急池上線,大崎広小路駅,2
デュオフラッツ東中野,賃貸マンション,4,8,3,109000.0,10000.0,109000.0,0.0,ワンルーム,26.5,中野区,東中野１,東京メトロ丸ノ内線,中野坂上駅,7
デュオフラッツ東中野,賃貸マンション,4,8,7,116000.0,10000.0,116000.0,0.0,ワンルーム,25.67,中野区,東中野１,東京メトロ丸ノ内線,中野坂上駅,7
Hill Flat Osaki（ヒルフラット大崎）,賃貸マンション,8,5,5,179000.0,0.0,0.0,268500.0,1LDK,37.32,品川区,大崎２,ＪＲ山手線,大崎駅,6
Hill Flat Osaki（ヒルフラット大崎）,賃貸マンション,8,5,2,188000.0,0.0,0.0,282000.0,1LDK,43.97,品川区,大崎２,ＪＲ山手線,大崎駅,6
Hill Flat Osaki（ヒルフラット大崎）,賃貸マンション,8,5,5,192000.0,0.0,0.0,0.0,1LDK,37.32,品川区,大崎２,ＪＲ山手線,大崎駅,6
Hill Flat Osaki（ヒルフラット大崎）,賃貸マンション,8,5,2,201000.0,0.0,0.0,0.0,1LDK,43.97,品川区,大崎２,ＪＲ山手線,大崎駅,6
Hill Flat Osaki（ヒルフラット大崎）,賃貸マンション,8,5,4,250000.0,0.0,0.0,500000.0,1LDK,59.68,品川区,大崎２,ＪＲ山手線,大崎駅,6
Hill Flat Osaki（ヒルフラット大崎）,賃貸マンション,8,5,4,270000.0,0.0,0.0,0.0,2LDK,59.68,品川区,大崎２,ＪＲ山手線,大崎駅,6
パークシティ大崎ザタワー,賃貸マンション,8,40,3,230000.0,0.0,460000.0,230000.0,1LDK,44.77,品川区,北品川５,ＪＲ山手線,大崎駅,6
パークシティ大崎ザタワー,賃貸マンション,8,40,7,235000.0,0.0,235000.0,235000.0,1LDK,43.77,品川区,北品川５,ＪＲ山手線,大崎駅,6
パークシティ大崎ザタワー,賃貸マンション,8,40,16,240000.0,0.0,240000.0,240000.0,1LDK,43.77,品川区,北品川５,ＪＲ山手線,大崎駅,6
パークシティ大崎ザタワー,賃貸マンション,8,40,11,241000.0,0.0,241000.0,482000.0,1LDK,43.01,品川区,北品川５,ＪＲ山手線,大崎駅,6
パークシティ大崎ザタワー,賃貸マンション,8,40,10,331000.0,10000.0,331000.0,662000.0,3LDK,65.98,品川区,北品川５,ＪＲ山手線,大崎駅,6
パークシティ大崎ザタワー,賃貸マンション,8,40,11,361000.0,10000.0,361000.0,722000.0,3LDK,69.92,品川区,北品川５,ＪＲ山手線,大崎駅,6
パークシティ大崎ザタワー,賃貸マンション,8,40,17,380000.0,20000.0,380000.0,380000.0,2SLDK,67.05,品川区,北品川５,ＪＲ山手線,大崎駅,6
パークシティ大崎ザタワー,賃貸マンション,8,40,31,440000.0,0.0,880000.0,440000.0,3LDK,77.79,品川区,北品川５,ＪＲ山手線,大崎駅,6
ニューバース小林,賃貸マンション,30,3,2,110000.0,0.0,110000.0,110000.0,2DK,40.0,品川区,中延１,東急池上線,荏原中延駅,7
ミハス千早,賃貸アパート,8,3,1,77000.0,6000.0,77000.0,77000.0,1K,21.32,豊島区,千早２,東京メトロ有楽町線,千川駅,7
都営三田線 板橋区役所前駅 14階建 築16年,賃貸マンション,16,14,2,92000.0,10000.0,0.0,0.0,1DK,31.54,板橋区,板橋２,都営三田線,板橋区役所前駅,5
都営三田線 板橋区役所前駅 14階建 築16年,賃貸マンション,16,14,7,95000.0,10000.0,0.0,0.0,1DK,31.48,板橋区,板橋２,都営三田線,板橋区役所前駅,5
都営三田線 板橋区役所前駅 14階建 築16年,賃貸マンション,16,14,7,95000.0,10000.0,0.0,0.0,1DK,31.48,板橋区,板橋２,都営三田線,板橋区役所前駅,5
都営三田線 板橋区役所前駅 14階建 築16年,賃貸マンション,16,14,9,100000.0,11000.0,0.0,0.0,1DK,31.48,板橋区,板橋２,都営三田線,板橋区役所前駅,5
都営三田線 板橋区役所前駅 14階建 築16年,賃貸マンション,16,14,12,101000.0,10000.0,0.0,0.0,1DK,31.48,板橋区,板橋２,都営三田線,板橋区役所前駅,5
ラシクラス北赤羽,賃貸マンション,4,5,3,85000.0,10000.0,0.0,85000.0,1K,21.92,北区,浮間３,ＪＲ埼京線,北赤羽駅,7
ラシクラス北赤羽,賃貸マンション,4,5,5,87000.0,10000.0,0.0,87000.0,1K,22.88,北区,浮間３,ＪＲ埼京線,北赤羽駅,7
ラシクラス北赤羽,賃貸マンション,4,5,3,89000.0,10000.0,0.0,89000.0,1K,22.88,北区,浮間３,ＪＲ埼京線,北赤羽駅,7
ラシクラス北赤羽,賃貸マンション,4,5,5,89000.0,10000.0,0.0,89000.0,1K,22.88,北区,浮間３,ＪＲ埼京線,北赤羽駅,7
ラシクラス北赤羽,賃貸マンション,4,5,3,89000.0,10000.0,0.0,0.0,1K,21.92,北区,浮間３,ＪＲ埼京線,北赤羽駅,7
ラシクラス北赤羽,賃貸マンション,4,5,4,92000.0,10000.0,0.0,92000.0,1K,23.76,北区,浮間３,ＪＲ埼京線,北赤羽駅,7
エクシリア北綾瀬,賃貸アパート,5,3,3,61000.0,5000.0,0.0,0.0,1K,19.5,足立区,西加平１,つくばエクスプレス,六町駅,9
ベルグレードSK,賃貸マンション,9,10,5,76000.0,10000.0,0.0,76000.0,1K,25.5,足立区,千住河原町,京成本線,千住大橋駅,3
ベルグレードSK,賃貸マンション,9,10,5,71500.0,15000.0,0.0,71500.0,1K,25.5,足立区,千住河原町,京成本線,千住大橋駅,3
ベルグレードSK,賃貸マンション,9,10,7,80500.0,15000.0,0.0,0.0,1K,25.5,足立区,千住河原町,京成本線,千住大橋駅,3
Brillia中野,賃貸マンション,10,8,2,132000.0,0.0,132000.0,132000.0,1LDK,35.0,中野区,中央５,ＪＲ中央線,中野駅,11
アーバネックス戸越銀座,賃貸マンション,17,10,7,82000.0,10000.0,82000.0,0.0,1K,19.89,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,2,163000.0,10000.0,163000.0,0.0,1LDK,41.0,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,7,170000.0,15000.0,170000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,8,171000.0,15000.0,171000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,9,172000.0,15000.0,172000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,7,174000.0,15000.0,174000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,10,174000.0,15000.0,174000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,8,175000.0,15000.0,175000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,9,176000.0,15000.0,176000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,8,177000.0,15000.0,177000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,10,179000.0,15000.0,179000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,10,180000.0,15000.0,180000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
アーバネックス戸越銀座,賃貸マンション,17,10,10,184000.0,15000.0,184000.0,0.0,2DK,40.14,品川区,平塚３,東急池上線,戸越銀座駅,7
ＪＲ山手線 大塚駅 6階建 築10年,賃貸マンション,10,6,5,75000.0,11500.0,0.0,75000.0,1K,21.96,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
ＪＲ山手線 大塚駅 6階建 築10年,賃貸マンション,10,6,5,70000.0,20000.0,0.0,0.0,1K,21.14,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
ＪＲ山手線 大塚駅 6階建 築10年,賃貸マンション,10,6,2,70500.0,20000.0,0.0,0.0,1K,21.49,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
ＪＲ山手線 大塚駅 6階建 築10年,賃貸マンション,10,6,4,82500.0,10000.0,0.0,0.0,1K,21.14,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
ＪＲ山手線 大塚駅 6階建 築10年,賃貸マンション,10,6,3,87000.0,10000.0,0.0,0.0,1K,23.84,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
アクサス大塚,賃貸マンション,10,6,5,75000.0,11500.0,0.0,75000.0,1K,21.96,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
アクサス大塚,賃貸マンション,10,6,2,85000.0,3000.0,0.0,0.0,1K,21.75,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
アクサス大塚,賃貸マンション,10,6,5,70000.0,20000.0,0.0,0.0,1K,21.14,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
アクサス大塚,賃貸マンション,10,6,2,70500.0,20000.0,0.0,0.0,1K,21.49,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
アクサス大塚,賃貸マンション,10,6,4,72000.0,20000.0,0.0,0.0,1K,21.75,豊島区,巣鴨４,ＪＲ山手線,大塚駅,7
